Entidade;Campo;Tipo;Caminho Completo;Profundidade;Removido pelo filtro padrão
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.TipoDeCobranca;Verbas;String;[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.TipoDeCobranca.Verbas];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.TipoDeCobranca;NaoCobrarIntimacao;Boolean;[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.TipoDeCobranca.NaoCobrarIntimacao];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.TipoDeCobranca;NaoCobrarEdital;Boolean;[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.TipoDeCobranca.NaoCobrarEdital];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.TipoDeCobranca;ID;Guid;[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.TipoDeCobranca.ID];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.TipoDeCobranca;ValidationResult;⚠ null (objeto);[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.TipoDeCobranca.ValidationResult];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.TipoDeCobranca;NaoCobrarTaxaDeBoleto;Boolean;[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.TipoDeCobranca.NaoCobrarTaxaDeBoleto];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.TipoDeCobranca;PorcentagemDeDesconto;Decimal;[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.TipoDeCobranca.PorcentagemDeDesconto];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.TipoDeCobranca;Ativo;Boolean;[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.TipoDeCobranca.Ativo];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.VerbasDoAto;Cobrar;Boolean;[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.VerbasDoAto.Cobrar];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.VerbasDoAto;VerbaID;Guid;[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.VerbasDoAto.VerbaID];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.VerbasDoAto;NomeDaVerba;String;[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.VerbasDoAto.NomeDaVerba];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.VerbasDoAto;Valor;Decimal;[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.VerbasDoAto.Valor];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.VerbasDoAto;ApenasRepasse;Boolean;[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.VerbasDoAto.ApenasRepasse];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.OutrosValoresDoAto;Descricao;String;[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.OutrosValoresDoAto.Descricao];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.OutrosValoresDoAto;Valor;Decimal;[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.OutrosValoresDoAto.Valor];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.OutrosValoresDoAto;Quantidade;Int32;[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.OutrosValoresDoAto.Quantidade];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato;OrdemJudicial;⚠ null (objeto);[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.OrdemJudicial];6;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.OrdemJudicial;VaraJudicialID;Nullable`1[[System.Guid, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089]];[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.OrdemJudicial.VaraJudicialID];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.OrdemJudicial;NumeroDoProcesso;String;[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.OrdemJudicial.NumeroDoProcesso];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.OrdemJudicial;Observacoes;String;[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.OrdemJudicial.Observacoes];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.OrdemJudicial;VaraJudicial;⚠ null (objeto);[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.OrdemJudicial.VaraJudicial];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.OrdemJudicial;ID;Guid;[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.OrdemJudicial.ID];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.OrdemJudicial;ValidationResult;⚠ null (objeto);[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.OrdemJudicial.ValidationResult];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.OrdemJudicial;Ordem;Int32;[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.OrdemJudicial.Ordem];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.OrdemJudicial;Ano;Int32;[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.OrdemJudicial.Ano];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.OrdemJudicial;NomeDoResponsavel;String;[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.OrdemJudicial.NomeDoResponsavel];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.OrdemJudicial;NomeDoRequerente;String;[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.OrdemJudicial.NomeDoRequerente];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.OrdemJudicial;NomeDoRequerido;String;[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.OrdemJudicial.NomeDoRequerido];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.OrdemJudicial;FormaDeTratamentoID;Nullable`1[[System.Guid, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089]];[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.OrdemJudicial.FormaDeTratamentoID];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.OrdemJudicial;CategoriaDoOficio;Nullable`1[[System.Guid, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089]];[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.OrdemJudicial.CategoriaDoOficio];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.OrdemJudicial;DataDaDecisao;Nullable`1[[System.DateTime, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089]];[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.OrdemJudicial.DataDaDecisao];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato;IntimacaoParaODevedor;⚠ null (objeto);[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor];6;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor;EnderecoDoDevedorID;Guid;[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor.EnderecoDoDevedorID];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor;FormaDeEnvioID;Guid;[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor.FormaDeEnvioID];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor;UsuarioID;Guid;[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor.UsuarioID];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor;Data;DateTime;[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor.Data];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor;CodigoDeBarras;String;[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor.CodigoDeBarras];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor;Valor;Decimal;[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor.Valor];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor;UltimoStatusID;Guid;[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor.UltimoStatusID];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor;UltimaDataStatus;DateTime;[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor.UltimaDataStatus];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor;OcorrenciaDeEntregaID;Nullable`1[[System.Guid, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089]];[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor.OcorrenciaDeEntregaID];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor;BoletoDoTituloID;Nullable`1[[System.Guid, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089]];[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor.BoletoDoTituloID];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor;Cobrar;Boolean;[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor.Cobrar];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor;EnderecoDoDevedor;⚠ null (objeto);[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor.EnderecoDoDevedor];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor;FormaDeEnvio;⚠ null (objeto);[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor.FormaDeEnvio];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor;Usuario;⚠ null (objeto);[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor.Usuario];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor;UltimoStatus;⚠ null (objeto);[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor.UltimoStatus];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor;OcorrenciaDeEntrega;⚠ null (objeto);[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor.OcorrenciaDeEntrega];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor;BoletoDoTitulo;⚠ null (objeto);[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor.BoletoDoTitulo];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor;UltimoAndamento;⚠ null (objeto);[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor.UltimoAndamento];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor;ID;Guid;[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor.ID];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor;ValidationResult;⚠ null (objeto);[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor.ValidationResult];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor;InformacaoComplementar;⚠ null (objeto);[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor.InformacaoComplementar];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor;StatusDeIntegracao;Nullable`1[[System.Guid, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089]];[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor.StatusDeIntegracao];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor;DataDeEnvioIntegracao;Nullable`1[[System.DateTime, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089]];[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor.DataDeEnvioIntegracao];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor;Classificacao;String;[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor.Classificacao];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor;PrazoLimiteDoTituloParaEstorno;Nullable`1[[System.DateTime, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089]];[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor.PrazoLimiteDoTituloParaEstorno];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor;Ordem;Int32;[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor.Ordem];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor;StatusIntegracao;⚠ null (objeto);[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor.StatusIntegracao];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor;EnviarPorEmail;Boolean;[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor.EnviarPorEmail];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor;EmailsEnviados;String;[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor.EmailsEnviados];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor;CodigoDeVeracidade;String;[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor.CodigoDeVeracidade];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor;DevedorDoTituloID;Guid;[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor.DevedorDoTituloID];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor;EnderecoDoDevedorOriginal;⚠ null (objeto);[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor.EnderecoDoDevedorOriginal];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor;EnderecoDoDevedorAdicional;⚠ null (objeto);[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor.EnderecoDoDevedorAdicional];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor;Apontamento;⚠ null (objeto);[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor.Apontamento];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor;Rota;⚠ null (objeto);[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor.Rota];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor;Envelope;⚠ null (objeto);[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor.Envelope];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor;MensagemDeErroDeIntegracao;String;[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor.MensagemDeErroDeIntegracao];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor;IntimacaoDeOrigemID;Nullable`1[[System.Guid, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089]];[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor.IntimacaoDeOrigemID];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor;DataLimiteParaConversao;Nullable`1[[System.DateTime, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089]];[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.IntimacaoParaODevedor.DataLimiteParaConversao];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato;Selo;⚠ null (objeto);[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.Selo];6;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.Selo;NumeroDoSelo;String;[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.Selo.NumeroDoSelo];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.Selo;Estado;String;[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.Selo.Estado];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.Selo;ErroNaGeracao;String;[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.Selo.ErroNaGeracao];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.Selo;DadosDoSelo;⚠ null (objeto);[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.Selo.DadosDoSelo];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.Selo;ID;Guid;[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.Selo.ID];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.Selo;ValidationResult;⚠ null (objeto);[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.Selo.ValidationResult];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato;CobrancaAto;⚠ null (objeto);[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.CobrancaAto];6;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.CobrancaAto;Data;DateTime;[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.CobrancaAto.Data];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.CobrancaAto;UsuarioID;Guid;[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.CobrancaAto.UsuarioID];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.CobrancaAto;ResponsavelPeloPagamento;Guid;[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.CobrancaAto.ResponsavelPeloPagamento];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.CobrancaAto;Ato;⚠ null (objeto);[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.CobrancaAto.Ato];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.CobrancaAto;Usuario;⚠ null (objeto);[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.CobrancaAto.Usuario];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.CobrancaAto;TipoDeParticipacao;⚠ null (objeto);[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.CobrancaAto.TipoDeParticipacao];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.CobrancaAto;ID;Guid;[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.CobrancaAto.ID];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.CobrancaAto;ValidationResult;⚠ null (objeto);[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.CobrancaAto.ValidationResult];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato;ID;Guid;[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.ID];6;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato;ValidationResult;⚠ null (objeto);[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.ValidationResult];6;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.ValidationResult;IsOK;Boolean;[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.ValidationResult.IsOK];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.ValidationResult;MessageSuccess;String;[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.ValidationResult.MessageSuccess];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato;Apontamento;⚠ null (objeto);[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.Apontamento];6;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.Apontamento;Origem;String;[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.Apontamento.Origem];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.Apontamento;Acervo;Int32;[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.Apontamento.Acervo];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.Apontamento;PracaDePagamento;String;[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.Apontamento.PracaDePagamento];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.Apontamento;CodigoDeBarras;Int64;[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.Apontamento.CodigoDeBarras];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.Apontamento;DataDaApresentacao;DateTime;[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.Apontamento.DataDaApresentacao];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.Apontamento;DataDoProtocolo;DateTime;[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.Apontamento.DataDoProtocolo];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.Apontamento;NumeroDoProtocolo;Int32;[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.Apontamento.NumeroDoProtocolo];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.Apontamento;DigitoDeVerificacao;String;[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.Apontamento.DigitoDeVerificacao];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.Apontamento;NumeroDoProtocoloDoDistribuidor;Nullable`1[[System.Int32, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089]];[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.Apontamento.NumeroDoProtocoloDoDistribuidor];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.Apontamento;NumeroDoProtocoloDeInternet;Nullable`1[[System.Int32, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089]];[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.Apontamento.NumeroDoProtocoloDeInternet];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.Apontamento;PrazoLimiteParaPagamento;DateTime;[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.Apontamento.PrazoLimiteParaPagamento];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.Apontamento;TipoDeProtesto;String;[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.Apontamento.TipoDeProtesto];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.Apontamento;ProtestoComDireitoDeRegresso;Boolean;[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.Apontamento.ProtestoComDireitoDeRegresso];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.Apontamento;Faixa;Int32;[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.Apontamento.Faixa];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.Apontamento;ChaveUnica;String;[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.Apontamento.ChaveUnica];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.Apontamento;UltimoAtoID;Guid;[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.Apontamento.UltimoAtoID];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.Apontamento;StatusDeAnaliseID;Guid;[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.Apontamento.StatusDeAnaliseID];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.Apontamento;ProtestoComCustasAntecipadas;Boolean;[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.Apontamento.ProtestoComCustasAntecipadas];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.Apontamento;ApresentouTituloOriginalAssinadoDigitalmente;Boolean;[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.Apontamento.ApresentouTituloOriginalAssinadoDigitalmente];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.Apontamento;Titulo;⚠ null (objeto);[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.Apontamento.Titulo];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.Apontamento;ID;Guid;[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.Apontamento.ID];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.Apontamento;ValidationResult;⚠ null (objeto);[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.Apontamento.ValidationResult];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.Apontamento;CodigoParaDepositoPrevio;Nullable`1[[System.Int32, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089]];[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.Apontamento.CodigoParaDepositoPrevio];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.Apontamento;TituloRenegociado;Boolean;[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.Apontamento.TituloRenegociado];7;Sim
DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.Apontamento;CodigoDeVerificacao;⚠ null (objeto);[Dados.DadosDoPedido.ItensPedido.Apontamento.Atos.Ato.Apontamento.CodigoDeVerificacao];7;Sim
